Census Tract,California County,ZIP,CES 4.0 Score,CES 4.0 Percentile
6019001100,Fresno,93706,93.18,100
6077000700,San Joaquin,95206,86.65,99.99
6037204920,Los Angeles,90023,82.39,99.97
6019000700,Fresno,93706,81.33,99.96
6019000200,Fresno,93706,80.75,99.95
6037542402,Los Angeles,90221,80.71,99.94
6019001000,Fresno,93706,80.55,99.92
6037543202,Los Angeles,90220,79.29,99.91
6019001202,Fresno,93725,79.17,99.9
6077000100,San Joaquin,95202,77.87,99.89
6037203300,Los Angeles,90033,77.35,99.87
6037291220,Los Angeles,90247,77.25,99.86
6037433501,Los Angeles,91733,76.91,99.85
6037243100,Los Angeles,90059,76.85,99.84
6037227010,Los Angeles,90011,76.65,99.82
6037226001,Los Angeles,90021,76.52,99.81
6019000300,Fresno,93706,76.4,99.8
6037433101,Los Angeles,91731,76.26,99.79
6037239202,Los Angeles,90001,76.24,99.77
6037206050,Los Angeles,90023,75.99,99.76
6037205120,Los Angeles,90023,75.72,99.75
6077000300,San Joaquin,95203,75.61,99.74
6037226002,Los Angeles,90021,75.55,99.72
6019000902,Fresno,93706,75.46,99.71
6099003700,Stanislaus,95380,75.31,99.7
6019000400,Fresno,93721,75.3,99.68
6037536104,Los Angeles,90280,75.11,99.67
6037104703,Los Angeles,91331,74.98,99.66
6037240500,Los Angeles,90003,74.91,99.65
6037535400,Los Angeles,90002,74.9,99.63
6071001600,San Bernardino,91761,74.67,99.62
6037291210,Los Angeles,90247,74.44,99.61
6037570403,Los Angeles,90805,74.37,99.6
6037532302,Los Angeles,90023,74.06,99.58
6037542200,Los Angeles,90221,73.92,99.57
6037534202,Los Angeles,90201,73.82,99.56
6037531302,Los Angeles,90023,73.71,99.55
6029002500,Kern,93307,73.36,99.53
6037242600,Los Angeles,90059,73.34,99.52
6037242700,Los Angeles,90059,73.33,99.51
6037206032,Los Angeles,90033,73.31,99.5
6037542401,Los Angeles,90221,73.16,99.48
6037203500,Los Angeles,90033,73.09,99.47
6037239201,Los Angeles,90003,72.93,99.46
6037219902,Los Angeles,90016,72.78,99.45
6037534201,Los Angeles,90201,72.69,99.43
6019001201,Fresno,93725,72.68,99.42
6077000801,San Joaquin,95203,72.68,99.41
6037540700,Los Angeles,90059,72.57,99.39
6037540901,Los Angeles,90061,72.25,99.38
6037533806,Los Angeles,90201,72,99.37
6029002200,Kern,93307,71.91,99.36
6037534102,Los Angeles,90201,71.9,99.34
6065030502,Riverside,92507,71.87,99.33
6037127400,Los Angeles,91406,71.85,99.32
6039000800,Madera,93637,71.55,99.31
6037570301,Los Angeles,90805,71.42,99.29
6037534301,Los Angeles,90201,71.4,99.28
6037294701,Los Angeles,90744,71.29,99.27
6037239330,Los Angeles,90001,71.24,99.26
6019001301,Fresno,93702,71.21,99.24
6037570402,Los Angeles,90805,71.21,99.23
6037239702,Los Angeles,90003,70.76,99.22
6037540400,Los Angeles,90059,70.56,99.21
6037296210,Los Angeles,90731,70.53,99.19
6037534302,Los Angeles,90201,70.45,99.18
6077003803,San Joaquin,95231,70.42,99.17
6037120020,Los Angeles,91402,70.33,99.16
6037434004,Los Angeles,91733,70.22,99.14
6019000901,Fresno,93706,70.21,99.13
6019007100,Fresno,93662,70.2,99.12
6037205110,Los Angeles,90023,70.13,99.1
6037122410,Los Angeles,91605,70.04,99.09
6037532304,Los Angeles,90040,70,99.08
6065042505,Riverside,92553,69.96,99.07
6037208000,Los Angeles,90026,69.81,99.05
6019001500,Fresno,93725,69.73,99.04
6037575401,Los Angeles,90813,69.66,99.03
6037572301,Los Angeles,90810,69.65,99.02
6031001100,Kings,93230,69.6,99
6037239310,Los Angeles,90003,69.57,98.99
6037228900,Los Angeles,90058,69.56,98.98
6037219901,Los Angeles,90016,69.52,98.97
6037570502,Los Angeles,90805,69.39,98.95
6037570203,Los Angeles,90805,69.38,98.94
6037533002,Los Angeles,90001,69.29,98.93
6037228100,Los Angeles,90011,69.26,98.92
6099002100,Stanislaus,95354,69.16,98.9
6037532603,Los Angeles,90255,69.06,98.89
6037117408,Los Angeles,91343,68.96,98.88
6037204700,Los Angeles,90023,68.92,98.87
6037302401,Los Angeles,91204,68.86,98.85
6037602900,Los Angeles,90249,68.75,98.84
6029004402,Kern,93280,68.74,98.83
6037433504,Los Angeles,91733,68.72,98.81
6067005301,Sacramento,95811,68.71,98.8
6037121222,Los Angeles,91352,68.65,98.79
6037185320,Los Angeles,90065,68.57,98.78
6037540000,Los Angeles,90262,68.47,98.76
6065030400,Riverside,92507,68.45,98.75
6037120010,Los Angeles,91402,68.43,98.74
6037404703,Los Angeles,91706,68.41,98.73
6037240200,Los Angeles,90003,68.33,98.71
6037241120,Los Angeles,90061,68.26,98.7
6037242100,Los Angeles,90002,68.24,98.69
6037570202,Los Angeles,90805,68.2,98.68
6037121900,Los Angeles,91352,68.18,98.66
6037241002,Los Angeles,90059,68.15,98.65
6029002000,Kern,93304,68.07,98.64
6019002400,Fresno,93703,68.07,98.63
6037204600,Los Angeles,90023,68.07,98.61
6037204820,Los Angeles,90023,68.04,98.6
6037601502,Los Angeles,90304,67.99,98.59
6019002000,Fresno,93728,67.94,98.58
6037531301,Los Angeles,90023,67.89,98.56
6037122420,Los Angeles,91605,67.86,98.55
6037242200,Los Angeles,90002,67.75,98.54
6037239501,Los Angeles,90001,67.63,98.52
6019002502,Fresno,93702,67.59,98.51
6037533001,Los Angeles,90001,67.56,98.5
6065042209,Riverside,92507,67.33,98.49
6019000800,Fresno,93706,67.3,98.47
6037292000,Los Angeles,90501,67.09,98.46
6065030300,Riverside,92501,67.08,98.45
6037575801,Los Angeles,90813,67.06,98.44
6029002100,Kern,93307,67.05,98.42
6037433801,Los Angeles,91733,67.02,98.41
6037199000,Los Angeles,90031,66.95,98.4
6037532900,Los Angeles,90001,66.87,98.39
6037433102,Los Angeles,91733,66.78,98.37
6037534203,Los Angeles,90201,66.73,98.36
6099003802,Stanislaus,95380,66.71,98.35
6037302302,Los Angeles,91204,66.71,98.34
6071012500,San Bernardino,92324,66.69,98.32
6071004900,San Bernardino,92410,66.66,98.31
6039000900,Madera,93638,66.63,98.3
6037432700,Los Angeles,91731,66.56,98.29
6037291110,Los Angeles,90044,66.54,98.27
6037239701,Los Angeles,90003,66.53,98.26
6047001302,Merced,95340,66.5,98.25
6037536103,Los Angeles,90280,66.43,98.23
6037240010,Los Angeles,90002,66.43,98.22
6047001301,Merced,95340,66.41,98.21
6037402402,Los Angeles,91766,66.4,98.2
6037536000,Los Angeles,90280,66.38,98.18
6019006802,Fresno,93654,66.35,98.17
6037206200,Los Angeles,90012,66.35,98.16
6037532500,Los Angeles,90255,66.29,98.15
6037542502,Los Angeles,90220,66.21,98.13
6065046700,Riverside,92518,66.15,98.12
6037301601,Los Angeles,91201,66.08,98.11
6037541603,Los Angeles,90222,65.99,98.1
6037203100,Los Angeles,90033,65.99,98.08
6037602801,Los Angeles,90044,65.91,98.07
6037204810,Los Angeles,90023,65.82,98.06
6037541604,Los Angeles,90221,65.81,98.05
6073003601,San Diego,92113,65.81,98.03
6037543000,Los Angeles,90220,65.75,98.02
6037228800,Los Angeles,90058,65.69,98.01
6037542106,Los Angeles,90221,65.67,98
6037241202,Los Angeles,90044,65.66,97.98
6019002601,Fresno,93702,65.62,97.97
6037575802,Los Angeles,90813,65.57,97.96
6037532800,Los Angeles,90001,65.54,97.95
6037127210,Los Angeles,91405,65.37,97.93
6071005701,San Bernardino,92401,65.32,97.92
6037541605,Los Angeles,90221,65.31,97.91
6037123303,Los Angeles,91605,65.23,97.89
6037229100,Los Angeles,90011,65.14,97.88
6095250701,Solano,94590,65.12,97.87
6037540203,Los Angeles,90262,65.11,97.86
6001407300,Alameda,94601,65.03,97.84
6037601401,Los Angeles,90301,64.97,97.83
6037127220,Los Angeles,91405,64.96,97.82
6037204910,Los Angeles,90023,64.92,97.81
6037530500,Los Angeles,90022,64.9,97.79
6019003400,Fresno,93703,64.87,97.78
6037229420,Los Angeles,90011,64.86,97.77
6037241001,Los Angeles,90061,64.86,97.76
6037402801,Los Angeles,91766,64.82,97.74
6037294830,Los Angeles,90744,64.76,97.73
6037575402,Los Angeles,90813,64.73,97.72
6037208302,Los Angeles,90026,64.72,97.71
6037542601,Los Angeles,90222,64.69,97.69
6037553802,Los Angeles,90723,64.69,97.68
6037227020,Los Angeles,90011,64.65,97.67
6037433200,Los Angeles,91731,64.58,97.66
6037237202,Los Angeles,90047,64.5,97.64
6037128303,Los Angeles,91411,64.47,97.63
6019000600,Fresno,93721,64.45,97.62
6037601600,Los Angeles,90304,64.43,97.6
6037533703,Los Angeles,90270,64.41,97.59
6037530700,Los Angeles,90063,64.38,97.58
6037432802,Los Angeles,91731,64.31,97.57
6037128302,Los Angeles,91411,64.22,97.55
6071000301,San Bernardino,91763,64.2,97.54
6037240600,Los Angeles,90003,64.15,97.53
6077002201,San Joaquin,95206,64.08,97.52
6037186401,Los Angeles,90065,64.05,97.5
6037127711,Los Angeles,91406,64.04,97.49
6037535101,Los Angeles,90001,63.95,97.48
6029006201,Kern,93307,63.93,97.47
6037532700,Los Angeles,90001,63.92,97.45
6037433700,Los Angeles,91733,63.87,97.44
6037243000,Los Angeles,90002,63.83,97.43
6037534405,Los Angeles,90201,63.83,97.42
6037199700,Los Angeles,90031,63.82,97.4
6059087405,Orange,92805,63.76,97.39
6029002301,Kern,93307,63.75,97.38
6037232120,Los Angeles,90037,63.75,97.37
6037536102,Los Angeles,90280,63.73,97.35
6037570501,Los Angeles,90805,63.67,97.34
6037535300,Los Angeles,90001,63.66,97.33
6037540502,Los Angeles,90262,63.66,97.31
6037206010,Los Angeles,90012,63.58,97.3
6065030103,Riverside,92501,63.55,97.29
6037291130,Los Angeles,90248,63.5,97.28
6077000900,San Joaquin,95203,63.38,97.26
6037199900,Los Angeles,90031,63.38,97.25
6037541700,Los Angeles,90262,63.34,97.24
6037534101,Los Angeles,90201,63.32,97.23
6077002000,San Joaquin,95205,63.29,97.21
6037104401,Los Angeles,91331,63.26,97.2
6037242300,Los Angeles,90002,63.19,97.19
6001409000,Alameda,94621,63.17,97.18
6077002300,San Joaquin,95206,63.16,97.16
6037109500,Los Angeles,91340,63.15,97.15
6037127104,Los Angeles,91405,63.14,97.14
6037232800,Los Angeles,90037,63.14,97.13
6037434003,Los Angeles,91732,63.13,97.11
6037535001,Los Angeles,90001,63.05,97.1
6047002201,Merced,93635,63.02,97.09
6037572900,Los Angeles,90810,62.97,97.08
6037530601,Los Angeles,90063,62.95,97.06
6037533603,Los Angeles,90201,62.93,97.05
6037239602,Los Angeles,90003,62.92,97.04
6037533902,Los Angeles,90201,62.81,97.02
6037535603,Los Angeles,90280,62.79,97.01
6059086702,Orange,92801,62.78,97
6037404802,Los Angeles,91706,62.77,96.99
6077002402,San Joaquin,95206,62.75,96.97
6037224010,Los Angeles,90015,62.73,96.96
6037434001,Los Angeles,91732,62.71,96.95
6037573201,Los Angeles,90806,62.69,96.94
6037553701,Los Angeles,90723,62.66,96.92
6107000302,Tulare,93631,62.66,96.91
6037121020,Los Angeles,91605,62.66,96.9
6037294120,Los Angeles,90744,62.66,96.89
6037241400,Los Angeles,90061,62.63,96.87
6047001601,Merced,95341,62.6,96.86
6037408800,Los Angeles,91766,62.58,96.85
6037232700,Los Angeles,90037,62.57,96.84
6037224200,Los Angeles,90015,62.51,96.82
6073005000,San Diego,92113,62.51,96.81
6037502301,Los Angeles,90606,62.48,96.8
6037408301,Los Angeles,91746,62.47,96.79
6037187102,Los Angeles,90039,62.45,96.77
6037533403,Los Angeles,90270,62.44,96.76
6037543100,Los Angeles,90220,62.43,96.75
6077001900,San Joaquin,95205,62.42,96.73
6037239601,Los Angeles,90003,62.4,96.72
6037297110,Los Angeles,90731,62.39,96.71
6071003700,San Bernardino,92376,62.39,96.7
6037228720,Los Angeles,90011,62.38,96.68
6037226420,Los Angeles,90011,62.38,96.67
6071005400,San Bernardino,92405,62.38,96.66
6037540600,Los Angeles,90059,62.34,96.65
6037532001,Los Angeles,90640,62.27,96.63
6037199201,Los Angeles,90031,62.26,96.62
6037221401,Los Angeles,90018,62.25,96.61
6037535604,Los Angeles,90280,62.19,96.6
6037195802,Los Angeles,90026,62.18,96.58
6037122122,Los Angeles,91352,62.14,96.57
6071012400,San Bernardino,92408,62.13,96.56
6037535102,Los Angeles,90002,62.09,96.55
6037204420,Los Angeles,90033,62.08,96.53
6037535200,Los Angeles,90002,62.02,96.52
6037218400,Los Angeles,90016,61.89,96.51
6037433901,Los Angeles,91732,61.83,96.5
6037242000,Los Angeles,90002,61.69,96.48
6037294900,Los Angeles,90744,61.64,96.47
6071001803,San Bernardino,91761,61.64,96.46
6037535002,Los Angeles,90001,61.58,96.44
6019002800,Fresno,93703,61.55,96.43
6037432801,Los Angeles,91731,61.55,96.42
6107004200,Tulare,93256,61.52,96.41
6037532303,Los Angeles,90040,61.5,96.39
6019004404,Fresno,93650,61.5,96.38
6037240900,Los Angeles,90059,61.49,96.37
6059086502,Orange,92801,61.4,96.36
6019001304,Fresno,93702,61.39,96.34
6071005600,San Bernardino,92410,61.37,96.33
6071005500,San Bernardino,92405,61.33,96.32
6019001800,Fresno,93706,61.28,96.31
6077002401,San Joaquin,95206,61.16,96.29
6073004900,San Diego,92113,61.14,96.28
6037570204,Los Angeles,90805,61.03,96.27
6037541606,Los Angeles,90221,61.02,96.26
6001408800,Alameda,94621,61.01,96.24
6037531101,Los Angeles,90063,60.98,96.23
6037220100,Los Angeles,90016,60.95,96.22
6037531702,Los Angeles,90022,60.92,96.21
6037237102,Los Angeles,90044,60.89,96.19
6037231100,Los Angeles,90007,60.76,96.18
6037302505,Los Angeles,91205,60.76,96.17
6037535606,Los Angeles,90280,60.76,96.15
6013365002,Contra Costa,94801,60.68,96.14
6037533901,Los Angeles,90201,60.67,96.13
6107003100,Tulare,93274,60.67,96.12
6059110500,Orange,90620,60.66,96.1
6037207103,Los Angeles,90012,60.63,96.09
6037224600,Los Angeles,90007,60.62,96.08
6071001501,San Bernardino,91764,60.61,96.07
6037532002,Los Angeles,90640,60.58,96.05
6037127102,Los Angeles,91405,60.57,96.04
6025012100,Imperial,92231,60.51,96.03
6071004004,San Bernardino,92324,60.49,96.02
6037531504,Los Angeles,90022,60.49,96
6037226410,Los Angeles,90011,60.48,95.99
6037570404,Los Angeles,90805,60.46,95.98
6039000502,Madera,93637,60.45,95.97
6073003902,San Diego,92113,60.44,95.95
6037553801,Los Angeles,90723,60.44,95.94
6037534502,Los Angeles,90255,60.39,95.93
6019000100,Fresno,93721,60.37,95.92
6037407002,Los Angeles,91746,60.34,95.9
6019003805,Fresno,93722,60.34,95.89
6037531000,Los Angeles,90063,60.33,95.88
6037540501,Los Angeles,90262,60.3,95.86
6029003700,Kern,93206,60.27,95.85
6037542602,Los Angeles,90220,60.27,95.84
6107003400,Tulare,93257,60.26,95.83
6037240020,Los Angeles,90002,60.22,95.81
6037229300,Los Angeles,90011,60.2,95.8
6037404402,Los Angeles,91702,60.16,95.79
6037572800,Los Angeles,90810,60.16,95.78
6037229410,Los Angeles,90011,60.13,95.76
6037553702,Los Angeles,90723,60.12,95.75
6037231720,Los Angeles,90037,60.11,95.74
6037533602,Los Angeles,90201,60.1,95.73
6037228210,Los Angeles,90011,60.07,95.71
6019000502,Fresno,93701,60.03,95.7
6037239802,Los Angeles,90001,60.01,95.69
6107000501,Tulare,93618,59.97,95.68
6037541100,Los Angeles,90220,59.91,95.66
6065040204,Riverside,92509,59.91,95.65
6037207102,Los Angeles,90012,59.88,95.64
6037228410,Los Angeles,90011,59.85,95.63
6099002302,Stanislaus,95351,59.84,95.61
6113010203,Yolo,95691,59.83,95.6
6019001303,Fresno,93702,59.83,95.59
6037120107,Los Angeles,91402,59.8,95.57
6037226700,Los Angeles,90011,59.78,95.56
6067000700,Sacramento,95814,59.74,95.55
6037120300,Los Angeles,91402,59.69,95.54
6037206300,Los Angeles,90013,59.69,95.52
6019006602,Fresno,93654,59.68,95.51
6037123304,Los Angeles,91605,59.67,95.5
6037191500,Los Angeles,90029,59.6,95.49
6037402702,Los Angeles,91767,59.59,95.47
6037575300,Los Angeles,90813,59.57,95.46
6071001101,San Bernardino,91762,59.53,95.45
6037402600,Los Angeles,91767,59.53,95.44
6019001900,Fresno,93706,59.52,95.42
6071004800,San Bernardino,92411,59.5,95.41
6029001600,Kern,93301,59.5,95.4
6037186403,Los Angeles,90065,59.5,95.39
6037408501,Los Angeles,91745,59.49,95.37
6099001700,Stanislaus,95351,59.47,95.36
6071005300,San Bernardino,92405,59.46,95.35
6037122000,Los Angeles,91605,59.45,95.34
6037534406,Los Angeles,90201,59.44,95.32
6037209102,Los Angeles,90017,59.43,95.31
6037121802,Los Angeles,91605,59.39,95.3
6037240300,Los Angeles,90044,59.38,95.28
6037572500,Los Angeles,90810,59.37,95.27
6037543201,Los Angeles,90220,59.33,95.26
6037191810,Los Angeles,90038,59.33,95.25
6037119001,Los Angeles,91331,59.31,95.23
6037124204,Los Angeles,91601,59.3,95.22
6107002901,Tulare,93274,59.19,95.21
6037541200,Los Angeles,90222,59.14,95.2
6029002600,Kern,93307,59.14,95.18
6037600502,Los Angeles,90303,59.14,95.17
6107004101,Tulare,93257,59.12,95.16
6037541500,Los Angeles,90222,59.12,95.15
6037402804,Los Angeles,91766,59.09,95.13
6037535901,Los Angeles,90280,59.06,95.12
6037228420,Los Angeles,90011,59.04,95.11
6107000900,Tulare,93291,59.01,95.1
6037104822,Los Angeles,91331,58.96,95.08
6101050202,Sutter,95991,58.94,95.07
6037104403,Los Angeles,91331,58.9,95.06
6099002200,Stanislaus,95351,58.88,95.05
6037433401,Los Angeles,91733,58.86,95.03
6037294820,Los Angeles,90744,58.86,95.02
6037553601,Los Angeles,90723,58.81,95.01
6071004104,San Bernardino,92407,58.8,94.99
6037240402,Los Angeles,90044,58.79,94.98
6037122200,Los Angeles,91352,58.79,94.97
6037104701,Los Angeles,91331,58.77,94.96
6037503000,Los Angeles,90605,58.73,94.94
6037123020,Los Angeles,91352,58.72,94.93
6037603302,Los Angeles,90247,58.71,94.92
6037540902,Los Angeles,90061,58.7,94.91
6037104810,Los Angeles,91331,58.69,94.89
6047001005,Merced,95348,58.69,94.88
6037124103,Los Angeles,91606,58.67,94.87
6019005202,Fresno,93726,58.65,94.86
6037191620,Los Angeles,90029,58.63,94.84
6037502200,Los Angeles,90606,58.59,94.83
6071004302,San Bernardino,92411,58.58,94.82
6037402101,Los Angeles,91767,58.57,94.81
6037127520,Los Angeles,91406,58.51,94.79
6037241201,Los Angeles,90044,58.51,94.78
6065040101,Riverside,92509,58.51,94.77
6029004800,Kern,93215,58.48,94.76
6037239320,Los Angeles,90003,58.48,94.74
6077004502,San Joaquin,95240,58.46,94.73
6037104404,Los Angeles,91331,58.41,94.72
6025012200,Imperial,92231,58.38,94.7
6037296500,Los Angeles,90731,58.36,94.69
6029001500,Kern,93305,58.34,94.68
6037571701,Los Angeles,90805,58.34,94.67
6059011601,Orange,92832,58.33,94.65
6037123206,Los Angeles,91606,58.3,94.64
6037573202,Los Angeles,90806,58.29,94.63
6037530801,Los Angeles,90063,58.21,94.62
6037530101,Los Angeles,90640,58.18,94.6
6037208402,Los Angeles,90026,58.18,94.59
6037291120,Los Angeles,90248,58.13,94.58
6037190801,Los Angeles,90028,58.12,94.57
6037602002,Los Angeles,90250,58.1,94.55
6019002602,Fresno,93702,58.1,94.54
6071004003,San Bernardino,92316,58.01,94.53
6037232500,Los Angeles,90062,57.99,94.52
6037601501,Los Angeles,90304,57.97,94.5
6037203600,Los Angeles,90033,57.9,94.49
6065030104,Riverside,92501,57.9,94.48
6065042800,Riverside,92570,57.89,94.47
6037132102,Los Angeles,91406,57.87,94.45
6077003802,San Joaquin,95206,57.84,94.44
6037602509,Los Angeles,90250,57.83,94.43
6037120030,Los Angeles,91402,57.82,94.42
6077000600,San Joaquin,95205,57.81,94.4
6037531602,Los Angeles,90022,57.77,94.39
6037301702,Los Angeles,91203,57.75,94.38
6037123301,Los Angeles,91605,57.74,94.36
6037122121,Los Angeles,91352,57.71,94.35
6037237101,Los Angeles,90044,57.7,94.34
6037532604,Los Angeles,90255,57.65,94.33
6037219300,Los Angeles,90018,57.64,94.31
6037228310,Los Angeles,90011,57.61,94.3
6037240700,Los Angeles,90002,57.6,94.29
6037238320,Los Angeles,90044,57.57,94.28
6037533300,Los Angeles,90270,57.57,94.26
6037534900,Los Angeles,90001,57.57,94.25
6037199800,Los Angeles,90031,57.56,94.24
6037104320,Los Angeles,91331,57.53,94.23
6037131020,Los Angeles,91335,57.51,94.21
6037433503,Los Angeles,91733,57.51,94.2
6037536200,Los Angeles,90280,57.46,94.19
6037531102,Los Angeles,90063,57.46,94.18
6037219800,Los Angeles,90016,57.46,94.16
6037218500,Los Angeles,90016,57.45,94.15
6037402304,Los Angeles,91768,57.44,94.14
6067006400,Sacramento,95838,57.44,94.13
6037209300,Los Angeles,90017,57.44,94.11
6037601302,Los Angeles,90302,57.37,94.1
6037603001,Los Angeles,90247,57.34,94.09
6037533103,Los Angeles,90255,57.33,94.07
6019003001,Fresno,93727,57.25,94.06
6037240800,Los Angeles,90002,57.23,94.05
6077001800,San Joaquin,95205,57.23,94.04
6037402303,Los Angeles,91768,57.22,94.02
6019008501,Fresno,93662,57.16,94.01
6001409100,Alameda,94603,57.14,94
6037543801,Los Angeles,90745,57.14,93.99
6095250900,Solano,94590,57.13,93.97
6037192620,Los Angeles,90004,57.13,93.96
6029002400,Kern,93307,57.12,93.95
6037231710,Los Angeles,90037,57.1,93.94
6037533401,Los Angeles,90270,57.08,93.92
6037433302,Los Angeles,91732,57.03,93.91
6099003804,Stanislaus,95380,57,93.9
6037228500,Los Angeles,90011,56.98,93.89
6047001502,Merced,95341,56.96,93.87
6037238310,Los Angeles,90044,56.87,93.86
6001406100,Alameda,94601,56.86,93.85
6037104310,Los Angeles,91331,56.86,93.84
6099001800,Stanislaus,95354,56.85,93.82
6037572600,Los Angeles,90810,56.84,93.81
6037570100,Los Angeles,90805,56.81,93.8
6037120103,Los Angeles,91402,56.79,93.78
6059087403,Orange,92805,56.78,93.77
6037204300,Los Angeles,90033,56.77,93.76
6065042300,Riverside,92507,56.73,93.75
6037575803,Los Angeles,90813,56.7,93.73
6037123103,Los Angeles,91606,56.66,93.72
6037530602,Los Angeles,90063,56.59,93.71
6071008002,San Bernardino,92374,56.57,93.7
6037106604,Los Angeles,91342,56.56,93.68
6037541400,Los Angeles,90222,56.55,93.67
6037601700,Los Angeles,90304,56.55,93.66
6077003700,San Joaquin,95215,56.55,93.65
6037117520,Los Angeles,91343,56.55,93.63
6037544001,Los Angeles,90810,56.55,93.62
6071004001,San Bernardino,92316,56.52,93.61
6037123205,Los Angeles,91605,56.52,93.6
6013312000,Contra Costa,94565,56.51,93.58
6019008502,Fresno,93648,56.51,93.57
6019002300,Fresno,93728,56.48,93.56
6037185310,Los Angeles,90065,56.46,93.55
6077005131,San Joaquin,95336,56.42,93.53
6037502902,Los Angeles,90670,56.38,93.52
6067006900,Sacramento,95815,56.37,93.51
6037195710,Los Angeles,90026,56.36,93.49
6037602103,Los Angeles,90250,56.36,93.48
6077003900,San Joaquin,95206,56.35,93.47
6071004604,San Bernardino,92405,56.35,93.46
6113010102,Yolo,95837,56.34,93.44
6037209103,Los Angeles,90017,56.33,93.43
6037500402,Los Angeles,90660,56.3,93.42
6037185203,Los Angeles,90065,56.3,93.41
6037535501,Los Angeles,90280,56.3,93.39
6037543905,Los Angeles,90745,56.25,93.38
6037407200,Los Angeles,91744,56.23,93.37
6037543305,Los Angeles,90220,56.21,93.36
6067004502,Sacramento,95823,56.2,93.34
6029001300,Kern,93305,56.19,93.33
6039001000,Madera,93637,56.18,93.32
6071002204,San Bernardino,92335,56.12,93.31
6029000200,Kern,93308,56.1,93.29
6037531503,Los Angeles,90063,56.07,93.28
6037301602,Los Angeles,91201,55.99,93.27
6037543400,Los Angeles,90746,55.98,93.26
6037186301,Los Angeles,90065,55.97,93.24
6037207302,Los Angeles,90013,55.97,93.23
6037218900,Los Angeles,90018,55.94,93.22
6037234901,Los Angeles,90043,55.94,93.2
6037552400,Los Angeles,90650,55.92,93.19
6071003301,San Bernardino,92335,55.89,93.18
6013376000,Contra Costa,94801,55.87,93.17
6037404701,Los Angeles,91706,55.86,93.15
6037540300,Los Angeles,90262,55.86,93.14
6037294421,Los Angeles,90710,55.86,93.13
6001402200,Alameda,94607,55.82,93.12
6037533702,Los Angeles,90270,55.78,93.1
6037127920,Los Angeles,91405,55.78,93.09
6037533805,Los Angeles,90201,55.77,93.08
6037204410,Los Angeles,90033,55.75,93.07
6037209104,Los Angeles,90017,55.73,93.05
6067005502,Sacramento,95815,55.71,93.04
6037532606,Los Angeles,90255,55.7,93.03
6037240401,Los Angeles,90044,55.68,93.02
6071004700,San Bernardino,92411,55.68,93
6077002701,San Joaquin,95215,55.66,92.99
6037231600,Los Angeles,90037,55.65,92.98
6037535607,Los Angeles,90280,55.62,92.97
6037239502,Los Angeles,90001,55.54,92.95
6037541300,Los Angeles,90222,55.52,92.94
6013382000,Contra Costa,94804,55.51,92.93
6037433402,Los Angeles,91733,55.5,92.91
6037533601,Los Angeles,90201,55.49,92.9
6065031601,Riverside,92503,55.45,92.89
6037119002,Los Angeles,91331,55.4,92.88
6065041704,Riverside,92882,55.4,92.86
6037218702,Los Angeles,90018,55.4,92.85
6037224020,Los Angeles,90007,55.39,92.84
6019000501,Fresno,93721,55.37,92.83
6071003612,San Bernardino,92324,55.34,92.81
6037600303,Los Angeles,90044,55.33,92.8
6013379000,Contra Costa,94804,55.32,92.79
6019002702,Fresno,93702,55.31,92.78
6029004604,Kern,93250,55.31,92.76
6037533105,Los Angeles,90255,55.31,92.75
6013305000,Contra Costa,94509,55.3,92.74
6037542104,Los Angeles,90221,55.28,92.73
6085512603,Santa Clara,95020,55.28,92.71
6037229200,Los Angeles,90011,55.25,92.7
6037502302,Los Angeles,90606,55.24,92.69
6019001700,Fresno,93725,55.24,92.68
6037237600,Los Angeles,90044,55.18,92.66
6037231900,Los Angeles,90037,55.16,92.65
6037120106,Los Angeles,91402,55.14,92.64
6047000201,Merced,95303,55.14,92.62
6019005100,Fresno,93726,55.13,92.61
6037600100,Los Angeles,90044,55.12,92.6
6047000701,Merced,95301,55.08,92.59
6037228710,Los Angeles,90011,55.05,92.57
6037234902,Los Angeles,90043,55.03,92.56
6037134522,Los Angeles,91303,55.01,92.55
6059074406,Orange,92701,55.01,92.54
6067005002,Sacramento,95823,54.96,92.52
6037209820,Los Angeles,90015,54.94,92.51
6037120104,Los Angeles,91402,54.93,92.5
6037209520,Los Angeles,90006,54.91,92.49
6037104500,Los Angeles,91331,54.89,92.47
6037502700,Los Angeles,90670,54.88,92.46
6047001401,Merced,95340,54.88,92.45
6099003100,Stanislaus,95358,54.87,92.44
6071004201,San Bernardino,92411,54.86,92.42
6025011400,Imperial,92243,54.85,92.41
6037121010,Los Angeles,91352,54.84,92.4
6071007000,San Bernardino,92324,54.83,92.39
6059001304,Orange,90631,54.82,92.37
6059001404,Orange,90631,54.8,92.36
6019006604,Fresno,93654,54.8,92.35
6099002301,Stanislaus,95351,54.79,92.33
6047002401,Merced,93620,54.79,92.32
6037228600,Los Angeles,90011,54.75,92.31
6107004300,Tulare,93219,54.73,92.3
6067007413,Sacramento,95821,54.7,92.28
6037541002,Los Angeles,90746,54.69,92.27
6059110603,Orange,90621,54.66,92.26
6107003200,Tulare,93272,54.62,92.25
6037123203,Los Angeles,91605,54.62,92.23
6065041101,Riverside,92503,54.61,92.22
6075023200,San Francisco,94124,54.61,92.21
6071003509,San Bernardino,92376,54.59,92.2
6037533501,Los Angeles,90255,54.59,92.18
