Census Tract,California County,ZIP,CES 3.0 Score,CES 3.0 Percentile
6019001100,Fresno ,93706,94.09,100.00
6071001600,San Bernardino,91761,90.68,99.99
6019000200,Fresno ,93706,85.97,99.97
6077000801,San Joaquin,95203,82.49,99.96
6019001500,Fresno ,93725,82.03,99.95
6037204920,Los Angeles,90023,80.73,99.94
6077000300,San Joaquin,95203,80.18,99.92
6019001000,Fresno ,93706,80.13,99.91
6037206050,Los Angeles,90023,79.03,99.90
6019000400,Fresno ,93721,78.53,99.89
6099002100,Stanislaus ,95354,78.52,99.87
6029002500,Kern ,93307,78.41,99.86
6019000600,Fresno ,93721,78.41,99.85
6019001201,Fresno ,93725,78.05,99.84
6037205120,Los Angeles,90023,78.04,99.82
6019000902,Fresno ,93706,77.65,99.81
6037291220,Los Angeles,90247,77.50,99.80
6019001202,Fresno ,93725,77.41,99.79
6019000800,Fresno ,93706,77.40,99.77
6019000300,Fresno ,93706,76.71,99.76
6037239202,Los Angeles,90001,76.04,99.75
6037226002,Los Angeles,90021,76.04,99.74
6077000700,San Joaquin,95206,76.02,99.72
6019000901,Fresno ,93706,75.86,99.71
6077000100,San Joaquin,95202,75.54,99.70
6099002302,Stanislaus ,95351,75.19,99.68
6071004900,San Bernardino,92410,74.95,99.67
6037535400,Los Angeles,90002,74.46,99.66
6019000700,Fresno ,93706,74.16,99.65
6065030300,Riverside ,92501,74.06,99.63
6019007100,Fresno ,93662,73.78,99.62
6037243100,Los Angeles,90059,73.54,99.61
6037543305,Los Angeles,90220,73.54,99.60
6071005701,San Bernardino,92401,73.28,99.58
6037204600,Los Angeles,90023,73.13,99.57
6037227010,Los Angeles,90011,72.68,99.56
6099002301,Stanislaus ,95351,72.39,99.55
6019000100,Fresno ,93721,71.95,99.53
6077001900,San Joaquin,95205,71.89,99.52
6037206032,Los Angeles,90033,71.56,99.51
6037226001,Los Angeles,90021,71.53,99.50
6037239501,Los Angeles,90001,71.36,99.48
6019002000,Fresno ,93728,71.34,99.47
6077005119,San Joaquin,95330,71.30,99.46
6037203100,Los Angeles,90033,71.05,99.45
6037530700,Los Angeles,90063,71.03,99.43
6073005000,San Diego,92113,70.91,99.42
6037301601,Los Angeles,91201,70.91,99.41
6037185320,Los Angeles,90065,70.89,99.39
6037543202,Los Angeles,90220,70.82,99.38
6065030502,Riverside ,92507,70.63,99.37
6071012500,San Bernardino,92324,70.61,99.36
6037531302,Los Angeles,90023,70.59,99.34
6019001301,Fresno ,93702,70.56,99.33
6019002502,Fresno ,93702,70.56,99.32
6037402801,Los Angeles,91766,70.39,99.31
6019001304,Fresno ,93702,70.21,99.29
6077002201,San Joaquin,95206,70.16,99.28
6037532304,Los Angeles,90040,69.97,99.27
6019001303,Fresno ,93702,69.96,99.26
6029002200,Kern ,93307,69.89,99.24
6037205110,Los Angeles,90023,69.85,99.23
6037570502,Los Angeles,90805,69.77,99.22
6037291210,Los Angeles,90247,69.62,99.21
6037219901,Los Angeles,90016,69.47,99.19
6037534202,Los Angeles,90201,69.37,99.18
6037540400,Los Angeles,90059,69.24,99.17
6065046700,Riverside ,92518,69.15,99.16
6029002301,Kern ,93307,69.08,99.14
6071002501,San Bernardino,92335,68.99,99.13
6019008502,Fresno ,93648,68.98,99.12
6019000502,Fresno ,93701,68.97,99.10
6037242100,Los Angeles,90002,68.88,99.09
6037203500,Los Angeles,90033,68.82,99.08
6037302401,Los Angeles,91204,68.65,99.07
6067005301,Sacramento ,95811,68.64,99.05
6037204820,Los Angeles,90023,68.47,99.04
6037532302,Los Angeles,90023,68.30,99.03
6073004900,San Diego,92113,68.27,99.02
6037229420,Los Angeles,90011,68.25,99.00
6037541001,Los Angeles,90248,68.24,98.99
6099002200,Stanislaus ,95351,68.22,98.98
6037534302,Los Angeles,90201,67.96,98.97
6073003902,San Diego,92113,67.79,98.95
6037239701,Los Angeles,90003,67.77,98.94
6077002300,San Joaquin,95206,67.75,98.93
6037570301,Los Angeles,90805,67.72,98.92
6071012400,San Bernardino,92408,67.63,98.90
6037128302,Los Angeles,91411,67.55,98.89
6037242700,Los Angeles,90059,67.52,98.88
6065031300,Riverside ,92504,67.44,98.86
6071007000,San Bernardino,92324,67.44,98.85
6037533001,Los Angeles,90001,67.42,98.84
6037121222,Los Angeles,91352,67.39,98.83
6037532800,Los Angeles,90001,67.31,98.81
6037239601,Los Angeles,90003,67.30,98.80
6037575401,Los Angeles,90813,67.20,98.79
6077002401,San Joaquin,95206,67.08,98.78
6037534201,Los Angeles,90201,67.05,98.76
6037122410,Los Angeles,91605,66.93,98.75
6037239702,Los Angeles,90003,66.87,98.74
6037572800,Los Angeles,90810,66.79,98.73
6073003601,San Diego,92113,66.76,98.71
6037228100,Los Angeles,90011,66.68,98.70
6037292000,Los Angeles,90501,66.67,98.69
6037434001,Los Angeles,91732,66.54,98.68
6037122122,Los Angeles,91352,66.51,98.66
6099001500,Stanislaus ,95358,66.48,98.65
6037242600,Los Angeles,90059,66.48,98.64
6077000900,San Joaquin,95203,66.46,98.63
6037228900,Los Angeles,90058,66.42,98.61
6037433302,Los Angeles,91732,66.41,98.60
6099001400,Stanislaus ,95350,66.39,98.59
6099002402,Stanislaus ,95358,66.28,98.57
6071005600,San Bernardino,92410,66.14,98.56
6019003001,Fresno ,93727,66.11,98.55
6037402304,Los Angeles,91768,66.06,98.54
6037122420,Los Angeles,91605,66.04,98.52
6037536103,Los Angeles,90280,66.03,98.51
6037199700,Los Angeles,90031,66.03,98.50
6019006802,Fresno ,93654,66.01,98.49
6029002100,Kern ,93307,66.00,98.47
6037219902,Los Angeles,90016,65.96,98.46
6037206300,Los Angeles,90013,65.94,98.45
6037123206,Los Angeles,91606,65.93,98.44
6077000600,San Joaquin,95205,65.82,98.42
6065030104,Riverside ,92501,65.81,98.41
6071004004,San Bernardino,92324,65.79,98.40
6037540901,Los Angeles,90061,65.75,98.39
6037532603,Los Angeles,90255,65.70,98.37
6029002400,Kern ,93307,65.67,98.36
6065042505,Riverside ,92553,65.65,98.35
6071002204,San Bernardino,92335,65.53,98.34
6037239502,Los Angeles,90001,65.46,98.32
6019003805,Fresno ,93722,65.41,98.31
6037553601,Los Angeles,90723,65.37,98.30
6037402804,Los Angeles,91766,65.36,98.28
6019001800,Fresno ,93706,65.35,98.27
6071001813,San Bernardino,91761,65.35,98.26
6037534301,Los Angeles,90201,65.29,98.25
6037206200,Los Angeles,90012,65.26,98.23
6037432801,Los Angeles,91731,65.18,98.22
6037601600,Los Angeles,90304,65.05,98.21
6037229410,Los Angeles,90011,65.00,98.20
6037601401,Los Angeles,90301,64.99,98.18
6037239602,Los Angeles,90003,64.92,98.17
6037127400,Los Angeles,91406,64.88,98.16
6037302302,Los Angeles,91204,64.86,98.15
6037228800,Los Angeles,90058,64.82,98.13
6071005500,San Bernardino,92405,64.69,98.12
6037533002,Los Angeles,90001,64.65,98.11
6037543100,Los Angeles,90220,64.64,98.10
6037575801,Los Angeles,90813,64.47,98.08
6077001500,San Joaquin,95205,64.46,98.07
6037532900,Los Angeles,90001,64.43,98.06
6029002302,Kern ,93307,64.38,98.05
6037291130,Los Angeles,90248,64.33,98.03
6037553701,Los Angeles,90723,64.32,98.02
6037535101,Los Angeles,90001,64.30,98.01
6019002601,Fresno ,93702,64.22,97.99
6071001309,San Bernardino,91764,64.22,97.98
6099001800,Stanislaus ,95354,64.21,97.97
6037535200,Los Angeles,90002,64.19,97.96
6037203300,Los Angeles,90033,64.17,97.94
6037404703,Los Angeles,91706,64.09,97.93
6037242200,Los Angeles,90002,64.03,97.92
6037535603,Los Angeles,90280,64.01,97.91
6019001700,Fresno ,93725,63.99,97.89
6037570202,Los Angeles,90805,63.99,97.88
6037541604,Los Angeles,90221,63.96,97.87
6037535300,Los Angeles,90001,63.92,97.86
6037123304,Los Angeles,91605,63.90,97.84
6037536102,Los Angeles,90280,63.90,97.83
6037237202,Los Angeles,90047,63.82,97.82
6065030400,Riverside ,92507,63.80,97.81
6037542502,Los Angeles,90220,63.76,97.79
6037127104,Los Angeles,91405,63.75,97.78
6019002800,Fresno ,93703,63.65,97.77
6037433901,Los Angeles,91732,63.58,97.76
6071004003,San Bernardino,92316,63.54,97.74
6037302505,Los Angeles,91205,63.53,97.73
6077002000,San Joaquin,95205,63.53,97.72
6037188100,Los Angeles,90039,63.51,97.70
6065040204,Riverside ,92509,63.49,97.69
6037240500,Los Angeles,90003,63.49,97.68
6071004104,San Bernardino,92407,63.49,97.67
6037602509,Los Angeles,90250,63.43,97.65
6047001005,Merced ,95348,63.40,97.64
6099003700,Stanislaus ,95380,63.36,97.63
6077002402,San Joaquin,95206,63.36,97.62
6037239320,Los Angeles,90003,63.31,97.60
6037542601,Los Angeles,90222,63.25,97.59
6037122121,Los Angeles,91352,63.23,97.58
6037219800,Los Angeles,90016,63.22,97.57
6037541603,Los Angeles,90222,63.20,97.55
6037402303,Los Angeles,91768,63.15,97.54
6065042209,Riverside ,92507,63.05,97.53
6037433801,Los Angeles,91733,63.04,97.52
6037601502,Los Angeles,90304,63.03,97.50
6037121020,Los Angeles,91605,62.91,97.49
6037572301,Los Angeles,90810,62.87,97.48
6037204700,Los Angeles,90023,62.82,97.47
6037535606,Los Angeles,90280,62.70,97.45
6037239330,Los Angeles,90001,62.67,97.44
6019002400,Fresno ,93703,62.67,97.43
6099000304,Stanislaus ,95367,62.64,97.41
6037122000,Los Angeles,91605,62.60,97.40
6037534101,Los Angeles,90201,62.48,97.39
6077003802,San Joaquin,95206,62.45,97.38
6037602801,Los Angeles,90044,62.42,97.36
6099002501,Stanislaus ,95358,62.39,97.35
6077003900,San Joaquin,95206,62.38,97.34
6019001410,Fresno ,93725,62.37,97.33
6067000700,Sacramento ,95814,62.37,97.31
6071002110,San Bernardino,91730,62.37,97.30
6037532303,Los Angeles,90040,62.34,97.29
6037123010,Los Angeles,91352,62.33,97.28
6037296210,Los Angeles,90731,62.31,97.26
6037124103,Los Angeles,91606,62.29,97.25
6071005400,San Bernardino,92405,62.28,97.24
6037104703,Los Angeles,91331,62.25,97.23
6037239310,Los Angeles,90003,62.24,97.21
6037575802,Los Angeles,90813,62.21,97.20
6037541002,Los Angeles,90746,62.20,97.19
6037229300,Los Angeles,90011,62.20,97.17
6037602600,Los Angeles,90249,62.19,97.16
6037570402,Los Angeles,90805,62.14,97.15
6037224010,Los Angeles,90015,62.14,97.14
6071001400,San Bernardino,91762,62.13,97.12
6031001100,Kings ,93230,62.11,97.11
6037294620,Los Angeles,90744,62.11,97.10
6037294900,Los Angeles,90744,62.08,97.09
6071001501,San Bernardino,91764,62.04,97.07
6037294830,Los Angeles,90744,61.94,97.06
6099001700,Stanislaus ,95351,61.93,97.05
6099001601,Stanislaus ,95351,61.91,97.04
6071005800,San Bernardino,92410,61.90,97.02
6037541100,Los Angeles,90220,61.88,97.01
6037533806,Los Angeles,90201,61.85,97.00
6037542402,Los Angeles,90221,61.84,96.99
6077002701,San Joaquin,95215,61.84,96.97
6037208000,Los Angeles,90026,61.81,96.96
6037229100,Los Angeles,90011,61.66,96.95
6037301602,Los Angeles,91201,61.64,96.94
6037533901,Los Angeles,90201,61.59,96.92
6001409000,Alameda ,94621,61.56,96.91
6037541400,Los Angeles,90222,61.50,96.90
6037534102,Los Angeles,90201,61.47,96.88
6037573201,Los Angeles,90806,61.46,96.87
6037531301,Los Angeles,90023,61.45,96.86
6037553702,Los Angeles,90723,61.44,96.85
6037536104,Los Angeles,90280,61.42,96.83
6037535001,Los Angeles,90001,61.39,96.82
6037543000,Los Angeles,90220,61.35,96.81
6019000501,Fresno ,93721,61.30,96.80
6099003802,Stanislaus ,95380,61.27,96.78
6037404802,Los Angeles,91706,61.25,96.77
6037542401,Los Angeles,90221,61.23,96.76
6037199000,Los Angeles,90031,61.19,96.75
6037187102,Los Angeles,90039,61.18,96.73
6037553801,Los Angeles,90723,61.13,96.72
6071001504,San Bernardino,91764,61.09,96.71
6037232500,Los Angeles,90062,61.01,96.70
6037404702,Los Angeles,91706,60.99,96.68
6099000803,Stanislaus ,95350,60.92,96.67
6037241001,Los Angeles,90061,60.89,96.66
6037402702,Los Angeles,91767,60.81,96.65
6037240200,Los Angeles,90003,60.81,96.63
6071001803,San Bernardino,91761,60.80,96.62
6037530902,Los Angeles,90063,60.65,96.61
6037602002,Los Angeles,90250,60.64,96.59
6071007200,San Bernardino,92408,60.58,96.58
6037433102,Los Angeles,91733,60.51,96.57
6037550000,Los Angeles,90650,60.50,96.56
6037540000,Los Angeles,90262,60.44,96.54
6019004404,Fresno ,93650,60.38,96.53
6037220100,Los Angeles,90016,60.35,96.52
6037540700,Los Angeles,90059,60.24,96.51
6037404701,Los Angeles,91706,60.18,96.49
6037531602,Los Angeles,90022,60.12,96.48
6037204910,Los Angeles,90023,60.12,96.47
6037543400,Los Angeles,90746,60.10,96.46
6037239801,Los Angeles,90001,60.09,96.44
6037553802,Los Angeles,90723,60.08,96.43
6037530500,Los Angeles,90022,60.01,96.42
6019008501,Fresno ,93662,59.95,96.41
6037408800,Los Angeles,91766,59.87,96.39
6001409100,Alameda ,94603,59.87,96.38
6065030103,Riverside ,92501,59.83,96.37
6065041410,Riverside ,92879,59.81,96.36
6037297110,Los Angeles,90731,59.81,96.34
6019002702,Fresno ,93702,59.80,96.33
6037530601,Los Angeles,90063,59.78,96.32
6029002000,Kern ,93304,59.77,96.30
6037541500,Los Angeles,90222,59.74,96.29
6037572500,Los Angeles,90810,59.69,96.28
6037104310,Los Angeles,91331,59.68,96.27
6065042508,Riverside ,92551,59.68,96.25
6037241120,Los Angeles,90061,59.67,96.24
6037242300,Los Angeles,90002,59.66,96.23
6001408800,Alameda ,94621,59.65,96.22
6029006201,Kern ,93307,59.60,96.20
6037122200,Los Angeles,91352,59.48,96.19
6037543801,Los Angeles,90745,59.43,96.18
6073003901,San Diego,92113,59.42,96.17
6029004604,Kern ,93250,59.32,96.15
6029002600,Kern ,93307,59.30,96.14
6037231720,Los Angeles,90037,59.28,96.13
6065030503,Riverside ,92507,59.23,96.12
6077003700,San Joaquin,95215,59.22,96.10
6037191810,Los Angeles,90038,59.18,96.09
6037502500,Los Angeles,90660,59.17,96.08
6037542602,Los Angeles,90220,59.14,96.07
6019003400,Fresno ,93703,59.13,96.05
6065040102,Riverside ,92509,59.13,96.04
6037530801,Los Angeles,90063,59.13,96.03
6037227020,Los Angeles,90011,59.12,96.01
6037533902,Los Angeles,90201,59.01,96.00
6037530802,Los Angeles,90063,59.00,95.99
6047002201,Merced ,93635,58.98,95.98
6037534502,Los Angeles,90255,58.94,95.96
6037294701,Los Angeles,90744,58.93,95.95
6037534900,Los Angeles,90001,58.85,95.94
6037195802,Los Angeles,90026,58.85,95.93
6037534405,Los Angeles,90201,58.80,95.91
6071007108,San Bernardino,92324,58.79,95.90
6037104401,Los Angeles,91331,58.76,95.89
6037570403,Los Angeles,90805,58.76,95.88
6111004902,Ventura ,93030,58.75,95.86
6037402501,Los Angeles,91766,58.73,95.85
6037570203,Los Angeles,90805,58.73,95.84
6037123204,Los Angeles,91606,58.69,95.83
6037229200,Los Angeles,90011,58.69,95.81
6037127220,Los Angeles,91405,58.66,95.80
6073005100,San Diego,92113,58.65,95.79
6037542106,Los Angeles,90221,58.64,95.78
6037123203,Los Angeles,91605,58.60,95.76
6037192700,Los Angeles,90004,58.57,95.75
6037239201,Los Angeles,90003,58.55,95.74
6037532700,Los Angeles,90001,58.53,95.72
6037232120,Los Angeles,90037,58.51,95.71
6037571701,Los Angeles,90805,58.46,95.70
6037218500,Los Angeles,90016,58.46,95.69
6071007604,San Bernardino,92374,58.44,95.67
6037541605,Los Angeles,90221,58.38,95.66
6037204810,Los Angeles,90023,58.38,95.65
6019002701,Fresno ,93702,58.33,95.64
6037531504,Los Angeles,90022,58.31,95.62
6037502301,Los Angeles,90606,58.28,95.61
6099002004,Stanislaus ,95354,58.28,95.60
6071004800,San Bernardino,92411,58.28,95.59
6037224020,Los Angeles,90007,58.27,95.57
6037535002,Los Angeles,90001,58.26,95.56
6037228720,Los Angeles,90011,58.25,95.55
6037541606,Los Angeles,90221,58.18,95.54
6037503000,Los Angeles,90605,58.16,95.52
6037536000,Los Angeles,90280,58.15,95.51
6037208302,Los Angeles,90026,58.14,95.50
6025011400,Imperial ,92243,58.13,95.48
6037603001,Los Angeles,90247,58.13,95.47
6037602900,Los Angeles,90249,58.13,95.46
6059086407,Orange ,92806,58.12,95.45
6077005131,San Joaquin,95336,58.10,95.43
6099003804,Stanislaus ,95380,58.09,95.42
6037541700,Los Angeles,90262,58.08,95.41
6037219300,Los Angeles,90018,58.07,95.40
6037190801,Los Angeles,90028,58.06,95.38
6037206010,Los Angeles,90012,58.06,95.37
6037104320,Los Angeles,91331,58.03,95.36
6037408301,Los Angeles,91746,57.98,95.35
6037190510,Los Angeles,90028,57.97,95.33
6037402903,Los Angeles,91766,57.95,95.32
6037128303,Los Angeles,91411,57.94,95.31
6029000400,Kern ,93308,57.94,95.30
6099002005,Stanislaus ,95354,57.93,95.28
6037402406,Los Angeles,91768,57.86,95.27
6037533603,Los Angeles,90201,57.85,95.26
6107003400,Tulare ,93257,57.84,95.25
6111009100,Ventura ,93030,57.83,95.23
6019002602,Fresno ,93702,57.81,95.22
6071006601,San Bernardino,92324,57.78,95.21
6037243000,Los Angeles,90002,57.76,95.19
6037228710,Los Angeles,90011,57.76,95.18
6099002604,Stanislaus ,95307,57.76,95.17
6037433101,Los Angeles,91731,57.76,95.16
6029004800,Kern ,93215,57.75,95.14
6037603102,Los Angeles,90247,57.73,95.13
6037533602,Los Angeles,90201,57.73,95.12
6037502902,Los Angeles,90670,57.70,95.11
6071004103,San Bernardino,92407,57.66,95.09
6071000301,San Bernardino,91763,57.64,95.08
6071003301,San Bernardino,92335,57.64,95.07
6019003809,Fresno ,93722,57.61,95.06
6037542200,Los Angeles,90221,57.60,95.04
6037502302,Los Angeles,90606,57.60,95.03
6039000502,Madera ,93637,57.58,95.02
6019008302,Fresno ,93640,57.57,95.01
6037240900,Los Angeles,90059,57.54,94.99
6037294120,Los Angeles,90744,57.54,94.98
6037241002,Los Angeles,90059,57.54,94.97
6099002401,Stanislaus ,95358,57.52,94.96
6037241202,Los Angeles,90044,57.51,94.94
6037123020,Los Angeles,91352,57.47,94.93
6037120300,Los Angeles,91402,57.46,94.92
6071004201,San Bernardino,92411,57.46,94.90
6037207102,Los Angeles,90012,57.45,94.89
6037535604,Los Angeles,90280,57.41,94.88
6071006500,San Bernardino,92410,57.41,94.87
6037533105,Los Angeles,90255,57.40,94.85
6067005205,Sacramento ,95826,57.39,94.84
6037120020,Los Angeles,91402,57.37,94.83
6099003100,Stanislaus ,95358,57.36,94.82
6037402402,Los Angeles,91766,57.32,94.80
6037532001,Los Angeles,90640,57.31,94.79
6037405001,Los Angeles,91706,57.24,94.78
6037533805,Los Angeles,90201,57.24,94.77
6037534203,Los Angeles,90201,57.21,94.75
6047001301,Merced ,95340,57.20,94.74
6037534803,Los Angeles,90255,57.16,94.73
6065042904,Riverside ,92570,57.15,94.72
6037532606,Los Angeles,90255,57.12,94.70
6037533601,Los Angeles,90201,57.11,94.69
6037123205,Los Angeles,91605,57.08,94.68
6037209103,Los Angeles,90017,57.05,94.67
6013379000,Contra Costa,94804,57.04,94.65
6037291300,Los Angeles,90248,57.04,94.64
6037121900,Los Angeles,91352,56.98,94.63
6037540600,Los Angeles,90059,56.96,94.61
6107002901,Tulare ,93274,56.96,94.60
6037186401,Los Angeles,90065,56.91,94.59
6037533103,Los Angeles,90255,56.90,94.58
6037432802,Los Angeles,91731,56.90,94.56
6013312000,Contra Costa,94565,56.88,94.55
6037191000,Los Angeles,90028,56.87,94.54
6071000904,San Bernardino,91786,56.82,94.53
6037226700,Los Angeles,90011,56.78,94.51
6065040101,Riverside ,92509,56.78,94.50
6099001900,Stanislaus ,95354,56.72,94.49
6037226410,Los Angeles,90011,56.69,94.48
6037226420,Los Angeles,90011,56.69,94.46
6037533202,Los Angeles,90255,56.68,94.45
6077001800,San Joaquin,95205,56.63,94.44
6065041600,Riverside ,92879,56.63,94.43
6067002200,Sacramento ,95818,56.60,94.41
6037240600,Los Angeles,90003,56.58,94.40
6037123303,Los Angeles,91605,56.56,94.39
6099002002,Stanislaus ,95357,56.55,94.38
6037540902,Los Angeles,90061,56.55,94.36
6037541200,Los Angeles,90222,56.54,94.35
6019004205,Fresno ,93722,56.53,94.34
6037402301,Los Angeles,91768,56.51,94.32
6037241400,Los Angeles,90061,56.47,94.31
6071001503,San Bernardino,91764,56.42,94.30
6037603302,Los Angeles,90247,56.40,94.29
6037127605,Los Angeles,91406,56.39,94.27
6037432700,Los Angeles,91731,56.38,94.26
6037433902,Los Angeles,91732,56.34,94.25
6037553602,Los Angeles,90723,56.33,94.24
6037218400,Los Angeles,90016,56.31,94.22
6037433501,Los Angeles,91733,56.31,94.21
6037228600,Los Angeles,90011,56.29,94.20
6037570602,Los Angeles,90805,56.26,94.19
6037543201,Los Angeles,90220,56.24,94.17
6019001407,Fresno ,93727,56.23,94.16
6037531902,Los Angeles,90022,56.23,94.15
6037232700,Los Angeles,90037,56.20,94.14
6037291120,Los Angeles,90248,56.20,94.12
6037531702,Los Angeles,90022,56.18,94.11
6037542104,Los Angeles,90221,56.16,94.10
6077003803,San Joaquin,95231,56.15,94.09
6065041203,Riverside ,92503,56.11,94.07
6037121802,Los Angeles,91605,56.11,94.06
6037434004,Los Angeles,91733,56.09,94.05
6037185203,Los Angeles,90065,56.09,94.03
6037532500,Los Angeles,90255,56.05,94.02
6037407002,Los Angeles,91746,56.04,94.01
6037239802,Los Angeles,90001,56.03,94.00
6037228210,Los Angeles,90011,56.02,93.98
6047001302,Merced ,95340,56.00,93.97
6037575402,Los Angeles,90813,56.00,93.96
6037231710,Los Angeles,90037,55.98,93.95
6065042010,Riverside ,92570,55.98,93.93
6037405102,Los Angeles,91706,55.97,93.92
6037203600,Los Angeles,90033,55.95,93.91
6037570204,Los Angeles,90805,55.93,93.90
6065040201,Riverside ,92509,55.92,93.88
6037104822,Los Angeles,91331,55.92,93.87
6077005127,San Joaquin,95330,55.91,93.86
6037124104,Los Angeles,91606,55.89,93.85
6037302503,Los Angeles,91205,55.89,93.83
6059110500,Orange ,90620,55.88,93.82
6071002401,San Bernardino,92335,55.88,93.81
6037408401,Los Angeles,91745,55.86,93.79
6019003807,Fresno ,93722,55.86,93.78
6071004604,San Bernardino,92405,55.85,93.77
6065041101,Riverside ,92503,55.84,93.76
6019006900,Fresno ,93616,55.81,93.74
6037310501,Los Angeles,91504,55.81,93.73
6037237101,Los Angeles,90044,55.80,93.72
6071000303,San Bernardino,91763,55.79,93.71
6077005110,San Joaquin,95336,55.77,93.69
6037204410,Los Angeles,90033,55.73,93.68
6077005122,San Joaquin,95330,55.71,93.67
6059011601,Orange ,92832,55.69,93.66
6037534406,Los Angeles,90201,55.68,93.64
6037237300,Los Angeles,90047,55.65,93.63
6037207301,Los Angeles,90013,55.65,93.62
6037531901,Los Angeles,90022,55.62,93.61
6037192620,Los Angeles,90004,55.62,93.59
6077001700,San Joaquin,95205,55.60,93.58
6071005300,San Bernardino,92405,55.59,93.57
6037199201,Los Angeles,90031,55.58,93.56
6037433504,Los Angeles,91733,55.55,93.54
6019006201,Fresno ,93657,55.52,93.53
6037531101,Los Angeles,90063,55.51,93.52
6037602105,Los Angeles,90250,55.44,93.50
6071001001,San Bernardino,91762,55.35,93.49
6001409200,Alameda ,94603,55.29,93.48
6037572900,Los Angeles,90810,55.29,93.47
6037208402,Los Angeles,90026,55.28,93.45
6019002100,Fresno ,93728,55.26,93.44
6037132102,Los Angeles,91406,55.26,93.43
6037402902,Los Angeles,91766,55.18,93.42
6019001900,Fresno ,93706,55.16,93.40
6077002100,San Joaquin,95205,55.14,93.39
6047000201,Merced ,95303,55.14,93.38
6047002100,Merced ,93635,55.12,93.37
6037127102,Los Angeles,91405,55.09,93.35
6113010203,Yolo ,95691,55.09,93.34
6037532605,Los Angeles,90255,55.07,93.33
6037232400,Los Angeles,90062,55.05,93.32
6071001809,San Bernardino,91761,55.03,93.30
6077005129,San Joaquin,95330,55.01,93.29
6019002300,Fresno ,93728,54.99,93.28
6037408139,Los Angeles,91744,54.98,93.27
6047000902,Merced ,95341,54.97,93.25
6037187200,Los Angeles,90039,54.95,93.24
6037209200,Los Angeles,90017,54.95,93.23
6067004502,Sacramento ,95823,54.94,93.21
6065042507,Riverside ,92551,54.89,93.20
6071007107,San Bernardino,92313,54.88,93.19
6037302002,Los Angeles,91206,54.88,93.18
6037535901,Los Angeles,90280,54.86,93.16
6037575101,Los Angeles,90804,54.84,93.15
6037228220,Los Angeles,90011,54.84,93.14
6037536200,Los Angeles,90280,54.84,93.13
6037121010,Los Angeles,91352,54.83,93.11
6037221401,Los Angeles,90018,54.81,93.10
6077002800,San Joaquin,95206,54.81,93.09
6037601700,Los Angeles,90304,54.80,93.08
6047001502,Merced ,95341,54.78,93.06
6071004700,San Bernardino,92411,54.77,93.05
6019004701,Fresno ,93705,54.74,93.04
6037204420,Los Angeles,90033,54.72,93.03
6037123410,Los Angeles,91605,54.71,93.01
6037294810,Los Angeles,90744,54.70,93.00
6037433700,Los Angeles,91733,54.69,92.99
6037552400,Los Angeles,90650,54.65,92.98
6037121210,Los Angeles,91331,54.65,92.96
6047001602,Merced ,95341,54.63,92.95
6037302301,Los Angeles,91204,54.62,92.94
6071001104,San Bernardino,91762,54.61,92.92
6039000900,Madera ,93638,54.57,92.91
6037540300,Los Angeles,90262,54.54,92.90
6037404600,Los Angeles,91706,54.52,92.89
6077002503,San Joaquin,95206,54.51,92.87
6071009400,San Bernardino,92311,54.51,92.86
6037602802,Los Angeles,90044,54.50,92.85
6037533501,Los Angeles,90255,54.49,92.84
6029001600,Kern ,93301,54.49,92.82
6037575300,Los Angeles,90813,54.49,92.81
6059089003,Orange ,92843,54.46,92.80
6037190520,Los Angeles,90027,54.46,92.79
6019002501,Fresno ,93703,54.46,92.77
6037242000,Los Angeles,90002,54.46,92.76
6071001308,San Bernardino,91764,54.45,92.75
6071004101,San Bernardino,92407,54.41,92.74
6037296220,Los Angeles,90731,54.40,92.72
6037602700,Los Angeles,90250,54.38,92.71
6037294820,Los Angeles,90744,54.38,92.70
6037531102,Los Angeles,90063,54.37,92.69
6071001101,San Bernardino,91762,54.37,92.67
6037228420,Los Angeles,90011,54.35,92.66
6037127210,Los Angeles,91405,54.34,92.65
6037531503,Los Angeles,90063,54.32,92.63
6099001603,Stanislaus ,95351,54.31,92.62
6037195720,Los Angeles,90026,54.30,92.61
6107000501,Tulare ,93618,54.26,92.60
6037603005,Los Angeles,90247,54.26,92.58
6037201402,Los Angeles,90032,54.25,92.57
6065041001,Riverside ,92503,54.19,92.56
6019008301,Fresno ,93640,54.18,92.55
6037190802,Los Angeles,90028,54.18,92.53
6071004202,San Bernardino,92411,54.15,92.52
6037540502,Los Angeles,90262,54.13,92.51
6037570404,Los Angeles,90805,54.04,92.50
6037236100,Los Angeles,90008,54.01,92.48
6037407701,Los Angeles,91744,54.00,92.47
6013365002,Contra Costa,94801,54.00,92.46
6037531502,Los Angeles,90022,54.00,92.45
6037433304,Los Angeles,91732,53.96,92.43
6077002202,San Joaquin,95206,53.96,92.42
6071006401,San Bernardino,92410,53.95,92.41
6037291110,Los Angeles,90044,53.94,92.40
6037434003,Los Angeles,91732,53.90,92.38
6037206031,Los Angeles,90021,53.90,92.37
6037533300,Los Angeles,90270,53.89,92.36
6037240700,Los Angeles,90002,53.89,92.34
6037199900,Los Angeles,90031,53.88,92.33
6037535702,Los Angeles,90280,53.86,92.32
6099002702,Stanislaus ,95351,53.86,92.31
6067006900,Sacramento ,95815,53.84,92.29
